Preferred Asset Name,Preferred Domain,Site,Application,Function,Classification,System Type,VM ESX Host
P077REL1L0INV02,client.dtiglobal.com,77,Relativity,Invariant Worker,PROD,Virtual,p077h158cmp00.epiqcorp.com
P077REL1L0INV03,client,77,Relativity,Invariant Worker,PROD,Virtual,p077h159cmp03.epiqcorp.com
P077REL1L0INV04,client,77,Relativity,Invariant Worker,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077REL1L0INV05,client,77,Relativity,Invariant Worker,PROD,Virtual,p077h158cmp00.epiqcorp.com
P077REL1L0INV06,client,77,Relativity,Processing,PROD,Virtual,p077h158cmp00.epiqcorp.com
P077REL1LATM01,client,77,Relativity,Automation,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077REL1LPRC01,client,77,Relativity,Worker,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077REL1LWEB00,client,77,Relativity,Web Server,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077REL1LWEB01,client,77,Relativity,Web Server,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077REL1LWEB02,client,77,Relativity,Web Server,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077REL1LWEB03,client,77,Relativity,Web Server,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077REL1LWEB04,client,77,Relativity,Web Server,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077REL1LWEB05,client,77,Relativity,Web Server,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077REL1LWEB06,client,77,Relativity,Web Server,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077REL1LWEB07,client,77,Relativity,Web Server,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077REL1OATM01,client,77,Relativity,Automation,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077REL1QATM01,client,77,Relativity,Automation,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077REL1ZATM01,client,77,Relativity,Automation,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077REL2AATM01,client,77,Relativity,Automation,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077REL2FAGT00,client,77,Relativity,Agent Server,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077REL2FAGT01,client,77,Relativity,Agent Server,PROD,Virtual,p077esxsup0102.epiqcorp.com
P077REL2FAGT02,client,77,Relativity,Agent Server,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077REL2FAGT03,client,77,Relativity,Agent Server,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077REL2FAGT04,client,77,Relativity,Agent Server,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077REL2FANL00,client,77,Relativity,Content Analytics,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077REL2FATM01,client,77,Relativity,Automation,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077REL2FCON00,client,77,Relativity,Agent Server,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077REL2FCON01,client,77,Relativity,Agent Server,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077REL2FINV00,client,77,Relativity,Invariant Worker,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077REL2FINV01,client,77,Relativity,Invariant Worker,PROD,Virtual,p077h158cmp05.epiqcorp.com
P077REL2FMSG00,client,77,Relativity,Message Broker,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077REL2FPDF01,client,77,Relativity,Agent Server,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077REL2FWEB00,client,77,Relativity,Web Server,PROD,Virtual,p077esxsup0103.epiqcorp.com
P077REL2FWEB01,client,77,Relativity,Web Server,PROD,Virtual,p077esxsup0104.epiqcorp.com
P077REL2FWEB02,client,77,Relativity,Web Server,PROD,Virtual,p077esxsup0102.epiqcorp.com
P077RELAGT201,client,77,Relativity,Agent Server,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RELAGT209,client,77,Relativity,Agent Server,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RELANA200,client,77,Relativity,Analytics Server,PROD,Virtual,p077esxsup0106.epiqcorp.com
P077RELANA201,client,77,Relativity,Analytics Server,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077RELSMATM01,cacust,77,Relativity,Automation,PROD,Virtual,p077h158cmp03.epiqcorp.com
P077RELSQL15,client,77,Relativity,SQL Server,PROD,Physical,
P077RELSQL16,client,77,Relativity,SQL Server,PROD,Physical,
P077RL1CSQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql00.epiqcorp.com
P077RL1CSQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql00.epiqcorp.com
P077RL1CSQL02,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql05.epiqcorp.com
P077RL1FSQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql05.epiqcorp.com
P077RL1FSQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql01.epiqcorp.com
P077RL1IAGC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL1IAGC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1IAGT01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1IAGT02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1IAGT03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1IAGT04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1IAGT05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1IANA01,client,77,Relativity,DNA,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077RL1IANA02,client,77,Relativity,DNA,PROD,Virtual,p077h159cmp01.epiqcorp.com
P077RL1IBLK01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1ICON01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1ICON02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1ICON03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1ICON04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1ICON05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1ICON06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1IDTS01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1IIMG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1IIMG02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1IIMG03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1IMSG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1IPDF01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1IPDF02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1IPRC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1ISQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql00.epiqcorp.com
P077RL1ISQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql05.epiqcorp.com
P077RL1ISQL02,client.dtiglobal.com,77,Relativity,Sql Server,PROD,Virtual,p077h156sql04.epiqcorp.com
P077RL1ISQL03,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql02.epiqcorp.com
P077RL1ISQL04,client.dtiglobal.com,77,Relativity,Sql Server,PROD,Virtual,p077h156sql05.epiqcorp.com
P077RL1IVTN01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1IWEB01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0104.epiqcorp.com
P077RL1IWEB02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0101.epiqcorp.com
P077RL1IWEB03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077esxsup0106.epiqcorp.com
P077RL1KANA01,hcuscust,54,Relativity,Analytics Server,PROD,Virtual,p0542b08cmp07.epiqcorp.com
P077RL1KANA02,hcuscust,54,Relativity,Analytics Server,PROD,Virtual,p0542b07cmp00.epiqcorp.com
P077RL1LAGC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1LAGC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1LAGT01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1LAGT02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1LAGT03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1LAGT04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LAGT05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LAGT06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL1LAGT07,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LANL01,client,77,Relativity,Content Analytics,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1LANL02,client,77,Relativity,Content Analytics,PROD,Virtual,p077h158cmp01.epiqcorp.com
P077RL1LBLK01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LBLK02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1LCON01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1LCON02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1LCON03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1LCON04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1LCON05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LCON06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LDTS01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1LIMG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LIMG02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LIMG03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1LINV04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1LMSG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1LPDF01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1LPDF02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1LPRC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1LSQL00,client,77,Relativity,SQL Server,PROD,Virtual,p077h156sql03.epiqcorp.com
P077RL1LSQL01,client,77,Relativity,SQL Server,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL1LSQL02,client,77,Relativity,SQL Server,PROD,Virtual,p077h157sql03.epiqcorp.com
P077RL1LSQL03,client,77,Relativity,SQL Server,PROD,Virtual,p077h157sql01.epiqcorp.com
P077RL1LSQL04,client,77,Relativity,SQL Server,PROD,Virtual,p077h157sql04.epiqcorp.com
P077RL1LSQL05,client,77,Relativity,SQL Server,PROD,Virtual,p077h157sql03.epiqcorp.com
P077RL1LSQL06,client,77,Relativity,SQL Server,PROD,Virtual,p077h156sql06.epiqcorp.com
P077RL1LSQL07,client,77,Relativity,SQL Server,PROD,Virtual,p077h157sql06.epiqcorp.com
P077RL1LSQL08,client,77,Relativity,SQL Server,PROD,Virtual,p077h157sql04.epiqcorp.com
P077RL1LVTN01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1OAGC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1OAGC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1OAGT01,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1OAGT02,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1OAGT03,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1OAGT04,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1OAGT05,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL1OANA01,client,77,Relativity,Analytics Server,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL1OANA02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp03.epiqcorp.com
P077RL1OBLK01,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1OCON01,client,77,Relativity,CONTENT ANALYTICS,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1OCON02,client,77,Relativity,CONTENT ANALYTICS,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1OCON03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1OCON04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1OCON05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1OCON06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1ODTS01,client,77,Relativity,Agent Server,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077RL1OIMG01,client,77,Relativity,Imaging,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077RL1OIMG02,client,77,Relativity,Imaging,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1OIMG03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp03.epiqcorp.com
P077RL1OINV01,client,77,Relativity,Worker,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1OMSG01,client,77,Relativity,Message Broker,PROD,Virtual,p077h158cmp05.epiqcorp.com
P077RL1OPDF01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1OPDF02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1OSQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql03.epiqcorp.com
P077RL1OSQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql05.epiqcorp.com
P077RL1OSQL02,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql05.epiqcorp.com
P077RL1OSQL03,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql04.epiqcorp.com
P077RL1OSQL04,client,77,Relativity,Sql Server,PROD,Virtual,p077h158sql03.epiqcorp.com
P077RL1OVTN01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1OWEB01,client,77,Relativity,Web,PROD,Virtual,p077h158cmp05.epiqcorp.com
P077RL1OWEB02,client,77,Relativity,Web,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077RL1OWEB03,client,77,Relativity,Web,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077RL1QAGC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077RL1QAGC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077RL1QAGT01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077RL1QAGT02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp03.epiqcorp.com
P077RL1QAGT03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp03.epiqcorp.com
P077RL1QAGT04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077RL1QAGT05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077RL1QAGT06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077RL1QAGT07,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077RL1QANA01,client,77,Relativity,Analytics Server,PROD,Virtual,p077h157cmp00.epiqcorp.com
P077RL1QANA02,client,77,Relativity,Analytics Server,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1QBLK01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp00.epiqcorp.com
P077RL1QBLK02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077RL1QCON01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1QCON02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1QCON03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077RL1QCON04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1QCON05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077RL1QCON06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp02.epiqcorp.com
P077RL1QDTS01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077RL1QDTS02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp05.epiqcorp.com
P077RL1QIMG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp04.epiqcorp.com
P077RL1QIMG02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077RL1QIMG03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp02.epiqcorp.com
P077RL1QINV01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp05.epiqcorp.com
P077RL1QMSG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h158cmp04.epiqcorp.com
P077RL1QPDF01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1QPDF02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1QPRC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp03.epiqcorp.com
P077RL1QSQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql03.epiqcorp.com
P077RL1QSQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql04.epiqcorp.com
P077RL1QSQL02,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql03.epiqcorp.com
P077RL1QSQL03,client,77,Relativity,Sql Server,PROD,Virtual,p077h158sql05.epiqcorp.com
P077RL1QSQL04,client,77,Relativity,Sql Server,PROD,Virtual,p077h158sql05.epiqcorp.com
P077RL1QSQL05,client,77,Relativity,Sql Server,PROD,Virtual,p077h159cmp03.epiqcorp.com
P077RL1QVTN01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h159cmp00.epiqcorp.com
P077RL1QWEB01,client,77,Relativity,Web,Prod,Virtual,p077esxsup0104.epiqcorp.com
P077RL1QWEB02,client,77,Relativity,Web,Prod,Virtual,p077esxsup0101.epiqcorp.com
P077RL1QWEB03,client,77,Relativity,Web,Prod,Virtual,p077esxsup0101.epiqcorp.com
P077RL1QWEB04,client,77,Relativity,Web,Prod,Virtual,p077esxsup0102.epiqcorp.com
P077RL1USQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql02.epiqcorp.com
P077RL1USQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h159sql04.epiqcorp.com
P077RL1XAGC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1XAGC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1XAGT01,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1XAGT02,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1XAGT03,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1XAGT04,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1XAGT05,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1XANL01,client,77,Relativity,Content Analytics,PROD,Virtual,p077h159cmp05.epiqcorp.com
P077RL1XANL02,client,77,Relativity,Content Analytics,PROD,Virtual,p077h158cmp00.epiqcorp.com
P077RL1XBLK01,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1XBLK02,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1XCON01,client,77,Relativity,CONTENT ANALYTICS,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1XCON02,client,77,Relativity,CONTENT ANALYTICS,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1XCON03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1XCON04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1XCON05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1XCON06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
P077RL1XDTS01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1XDTS02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1XIMG01,client,77,Relativity,Imaging,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1XIMG02,client,77,Relativity,Imaging,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1XIMG03,client,77,Relativity,Imaging,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1XINV01,client,77,Relativity,Worker,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1XMSG01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1XPDF01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1XPDF02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1XPRC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1XSQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql00.epiqcorp.com
P077RL1XSQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql02.epiqcorp.com
P077RL1XSQL02,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql02.epiqcorp.com
P077RL1XSQL03,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql01.epiqcorp.com
P077RL1XSQL04,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql06.epiqcorp.com
P077RL1XSQL05,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql06.epiqcorp.com
P077RL1XVTN01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1XWEB01,client,77,Relativity,Web,PROD,Virtual,p077esxsup0103.epiqcorp.com
P077RL1XWEB02,client,77,Relativity,Web,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1XWEB03,client,77,Relativity,Web,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1ZAGT11,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1ZAGT12,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp04.epiqcorp.com
P077RL1ZAGT13,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL1ZAGT14,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1ZAGT15,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1ZAGT16,client,77,Relativity,Agent,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1ZANA01,client,77,Relativity,Analytics Server,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL1ZBLK01,client,77,Relativity,Agent,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL1ZCON01,client,77,Relativity,CONTENT ANALYTICS,PROD,Virtual,p077h157cmp01.epiqcorp.com
P077RL1ZCON02,client,77,Relativity,CONTENT ANALYTICS,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1ZIMG01,client,77,Relativity,Imaging,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL1ZIMG02,client,77,Relativity,Imaging,PROD,Virtual,p077h157cmp04.epiqcorp.com
P077RL1ZINV01,client,77,Relativity,Worker,PROD,Virtual,p077h156cmp01.epiqcorp.com
P077RL1ZMSG01,client,77,Relativity,Message Broker,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL1ZSQL00,client,77,Relativity,Sql Server,PROD,Virtual,p077h157sql02.epiqcorp.com
P077RL1ZSQL01,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql03.epiqcorp.com
P077RL1ZSQL02,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql05.epiqcorp.com
P077RL1ZSQL03,client,77,Relativity,Sql Server,PROD,Virtual,p077h156sql02.epiqcorp.com
P077RL1ZWEB01,client,77,Relativity,Web,PROD,Virtual,p077esxsup0104.epiqcorp.com
P077RL1ZWEB02,client,77,Relativity,Web,PROD,Virtual,p077esxsup0104.epiqcorp.com
P077RL1ZWEB03,client,77,Relativity,Web,PROD,Virtual,p077esxsup0102.epiqcorp.com
P077RL2AAGC01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp05.epiqcorp.com
P077RL2AAGC02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp02.epiqcorp.com
P077RL2AAGT01,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL2AAGT02,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL2AAGT03,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp03.epiqcorp.com
P077RL2AAGT04,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h157cmp02.epiqcorp.com
P077RL2AAGT05,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp03.epiqcorp.com
P077RL2AAGT06,client,77,Relativity,UNKNOWN,PROD,Virtual,p077h156cmp00.epiqcorp.com
